tile_id,slide,scale,kind,n_boxes,label_sha,img_bytes,verified,source,note
10x/S.2723_26_A2_FD_1_10x_0149251_0052045,S.2723_26_A2_FD_1,10x,neg,0,e3b0c44298fc1c14,1568659,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0154880_0051914,S.2723_26_A2_FD_1,10x,pos,2,1dc65a3aee11d1f2,1940525,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0157025_0051104,S.2723_26_A2_FD_1,10x,pos,1,9f55637ed69d92e1,1877129,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0157167_0044920,S.2723_26_A2_FD_1,10x,pos,2,45c1bbcf6664beb2,1766853,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0159840_0039819,S.2723_26_A2_FD_1,10x,pos,2,791a0e333721455d,1758607,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0159840_0039819_dup1,S.2723_26_A2_FD_1,10x,pos,2,791a0e333721455d,1758607,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0164243_0033925,S.2723_26_A2_FD_1,10x,pos,2,51ac427c070253e5,1733900,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0167907_0050314,S.2723_26_A2_FD_1,10x,pos,1,39ab079818f4849e,1640817,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0171064_0045558,S.2723_26_A2_FD_1,10x,pos,3,b00fab954fec87d1,1755317,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0171064_0045558_dup1,S.2723_26_A2_FD_1,10x,pos,3,b00fab954fec87d1,1755317,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0172706_0039404,S.2723_26_A2_FD_1,10x,pos,2,5337d8838b130c4f,1750902,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0174297_0037798,S.2723_26_A2_FD_1,10x,pos,2,a79081ad1ca17d3c,1735078,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0174591_0029716,S.2723_26_A2_FD_1,10x,pos,2,5d4826c638c749f5,1777198,unknown,allowlist_default,
10x/S.2723_26_A2_FD_1_10x_0175892_0032231,S.2723_26_A2_FD_1,10x,pos,2,f9801bec51c745a1,1665486,unknown,allowlist_default,
10x/S.2723_26_CFD_1_10x_0007941_0040087,S.2723_26_CFD_1,10x,pos,5,33ee76b1590ebc97,1698885,yes,allowlist_default,
10x/S.2723_26_CFD_1_10x_0009036_0023534,S.2723_26_CFD_1,10x,pos,1,20c93a3442363302,1816028,yes,allowlist_default,
10x/S.2723_26_CFD_1_10x_0010698_0005567,S.2723_26_CFD_1,10x,pos,1,bcdd6e479c726354,1299066,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0019453_0046868,S.2_723_26_A3_FD_1,10x,pos,1,e359f083e02003c4,1444068,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0020276_0043125,S.2_723_26_A3_FD_1,10x,pos,2,76834ba984c24427,1487218,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0020276_0043125_dup1,S.2_723_26_A3_FD_1,10x,pos,2,76834ba984c24427,1487218,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0024155_0034913,S.2_723_26_A3_FD_1,10x,pos,1,c21ab7857dbc63df,1354730,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0024161_0040593,S.2_723_26_A3_FD_1,10x,pos,4,1c9a233357f16712,1741771,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0029856_0033708,S.2_723_26_A3_FD_1,10x,pos,2,df79b77af6c60b0e,1401416,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0030222_0043125,S.2_723_26_A3_FD_1,10x,pos,1,79fb971323a15289,1729566,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0030222_0043125_dup1,S.2_723_26_A3_FD_1,10x,pos,1,79fb971323a15289,1729566,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0032927_0035160,S.2_723_26_A3_FD_1,10x,pos,1,3781d679f604ceb9,1669746,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0032927_0035160_bigdup1,S.2_723_26_A3_FD_1,10x,pos,1,3781d679f604ceb9,1669746,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0032927_0035160_bigdup2,S.2_723_26_A3_FD_1,10x,pos,1,3781d679f604ceb9,1669746,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0032927_0035160_bigdup3,S.2_723_26_A3_FD_1,10x,pos,1,3781d679f604ceb9,1669746,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0032927_0035160_dup1,S.2_723_26_A3_FD_1,10x,pos,1,3781d679f604ceb9,1669746,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0032927_0035160_dup2,S.2_723_26_A3_FD_1,10x,pos,1,3781d679f604ceb9,1669746,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0032927_0035160_dup3,S.2_723_26_A3_FD_1,10x,pos,1,3781d679f604ceb9,1669746,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0032985_0043698,S.2_723_26_A3_FD_1,10x,pos,5,a6bde8bc9cac6402,1691046,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0033058_0065902,S.2_723_26_A3_FD_1,10x,pos,2,442dbcd0b349e90e,1391544,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0035718_0066390,S.2_723_26_A3_FD_1,10x,pos,2,28b510c93dc68e2e,1501691,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0036334_0039101,S.2_723_26_A3_FD_1,10x,pos,1,ca02f24a586950e2,1507350,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0036493_0043738,S.2_723_26_A3_FD_1,10x,pos,4,8878dce85e984b0d,1641784,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0038381_0041626,S.2_723_26_A3_FD_1,10x,pos,2,4b6486c8d8246c9a,1626543,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0039704_0068580,S.2_723_26_A3_FD_1,10x,pos,1,8fdbda05bffa92ad,1856789,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0039704_0068580_dup1,S.2_723_26_A3_FD_1,10x,pos,1,8fdbda05bffa92ad,1856789,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0039704_0068580_dup2,S.2_723_26_A3_FD_1,10x,pos,1,8fdbda05bffa92ad,1856789,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0039704_0068580_dup3,S.2_723_26_A3_FD_1,10x,pos,1,8fdbda05bffa92ad,1856789,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0043050_0062626,S.2_723_26_A3_FD_1,10x,pos,2,2921f58638f732a7,1420497,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0043427_0041801,S.2_723_26_A3_FD_1,10x,pos,1,98e7a030800146bd,1453186,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0044684_0066818,S.2_723_26_A3_FD_1,10x,pos,3,0932796764a4f23e,1842382,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0044684_0066818_dup1,S.2_723_26_A3_FD_1,10x,pos,3,0932796764a4f23e,1842382,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0049075_0062377,S.2_723_26_A3_FD_1,10x,pos,2,cf0c8711196ad883,1350228,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0051174_0047654,S.2_723_26_A3_FD_1,10x,pos,2,c2ab7fd348b1bb1b,1376807,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0054574_0046660,S.2_723_26_A3_FD_1,10x,pos,11,2bae0972afabf8fe,1409423,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0056465_0034511,S.2_723_26_A3_FD_1,10x,pos,1,48b4016d0616a00f,1485384,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0057348_0047468,S.2_723_26_A3_FD_1,10x,pos,4,1a89a71b7ef2b389,1306591,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0062236_0056115,S.2_723_26_A3_FD_1,10x,pos,14,2b7643375da5a810,1906483,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0062429_0044653,S.2_723_26_A3_FD_1,10x,pos,21,7c327327e3002b91,1707491,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0062634_0046810,S.2_723_26_A3_FD_1,10x,pos,11,e4143a32168d77c1,1699592,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0062640_0056404,S.2_723_26_A3_FD_1,10x,pos,6,abe79b02e4ad712a,1973713,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0063629_0051363,S.2_723_26_A3_FD_1,10x,pos,12,6328edc019b41cd9,1638038,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0063656_0046931,S.2_723_26_A3_FD_1,10x,pos,14,63bdd767451dbf9c,1853996,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0063687_0044836,S.2_723_26_A3_FD_1,10x,pos,19,a8c3212eca61d2f9,1697004,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0064737_0061300,S.2_723_26_A3_FD_1,10x,pos,1,07ca0606d94cdb81,1443886,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0064737_0061300_dup1,S.2_723_26_A3_FD_1,10x,pos,1,07ca0606d94cdb81,1443886,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0064737_0061300_dup2,S.2_723_26_A3_FD_1,10x,pos,1,07ca0606d94cdb81,1443886,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0064737_0061300_dup3,S.2_723_26_A3_FD_1,10x,pos,1,07ca0606d94cdb81,1443886,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0065558_0051279,S.2_723_26_A3_FD_1,10x,pos,8,b2aafcea1041df9c,1617965,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0065656_0052360,S.2_723_26_A3_FD_1,10x,pos,12,922e6798b85ce6f2,1915104,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0065756_0044991,S.2_723_26_A3_FD_1,10x,pos,13,e1e232f810db29ec,1447119,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0066864_0042661,S.2_723_26_A3_FD_1,10x,pos,2,a824cdf31dc99734,1550192,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0068016_0060543,S.2_723_26_A3_FD_1,10x,pos,2,9b5745251bdf49bf,1462089,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0068016_0060543_dup1,S.2_723_26_A3_FD_1,10x,pos,2,9b5745251bdf49bf,1462089,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0068016_0060543_dup2,S.2_723_26_A3_FD_1,10x,pos,2,9b5745251bdf49bf,1462089,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0068016_0060543_dup3,S.2_723_26_A3_FD_1,10x,pos,2,9b5745251bdf49bf,1462089,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0069615_0060293,S.2_723_26_A3_FD_1,10x,pos,2,f6ebb09f1948b1fd,1428127,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0069615_0060293_dup1,S.2_723_26_A3_FD_1,10x,pos,2,f6ebb09f1948b1fd,1428127,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0070771_0018093,S.2_723_26_A3_FD_1,10x,pos,2,9f9d49d53a2a3ed5,1703132,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0070771_0018093_dup1,S.2_723_26_A3_FD_1,10x,pos,2,9f9d49d53a2a3ed5,1703132,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0071700_0014526,S.2_723_26_A3_FD_1,10x,pos,6,c5fa88ad18d32395,1706631,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0074144_0034597,S.2_723_26_A3_FD_1,10x,pos,2,2f5b617eeb9ff40f,1470981,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0074144_0034597_dup1,S.2_723_26_A3_FD_1,10x,pos,2,2f5b617eeb9ff40f,1470981,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0075522_0034956,S.2_723_26_A3_FD_1,10x,pos,2,400d88955ae9f330,1680196,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0075800_0057459,S.2_723_26_A3_FD_1,10x,pos,1,b31c55bf75f299eb,1361827,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0078113_0051205,S.2_723_26_A3_FD_1,10x,pos,1,919fed5522adc7b4,1579441,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0079534_0040321,S.2_723_26_A3_FD_1,10x,pos,2,89cb05a5d512e543,1162202,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0080779_0039291,S.2_723_26_A3_FD_1,10x,pos,2,f5401c45abaea164,1250746,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0121973_0041337,S.2_723_26_A3_FD_1,10x,pos,3,bbffaf73dec48e5f,1399869,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0122035_0043344,S.2_723_26_A3_FD_1,10x,pos,4,074a431a7c6665d4,1280198,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0122705_0037889,S.2_723_26_A3_FD_1,10x,pos,4,05e2b6082c12ab3f,1385744,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0126221_0035000,S.2_723_26_A3_FD_1,10x,pos,3,220bc498249b35e5,1640035,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0126416_0029274,S.2_723_26_A3_FD_1,10x,pos,1,4ed9367b2ad02609,1222431,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0132089_0027863,S.2_723_26_A3_FD_1,10x,pos,2,1019c42c2e18d00a,1278270,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0132812_0036990,S.2_723_26_A3_FD_1,10x,pos,1,f4b6c39053bfad56,1685036,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0132812_0036990_dup1,S.2_723_26_A3_FD_1,10x,pos,1,f4b6c39053bfad56,1685036,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0135427_0037046,S.2_723_26_A3_FD_1,10x,pos,3,2a13b9032ae446af,1719958,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0135509_0018527,S.2_723_26_A3_FD_1,10x,pos,2,3e38910f8a0728a5,1693400,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0135509_0018527_dup1,S.2_723_26_A3_FD_1,10x,pos,2,3e38910f8a0728a5,1693400,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0135509_0018527_dup2,S.2_723_26_A3_FD_1,10x,pos,2,3e38910f8a0728a5,1693400,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0135509_0018527_dup3,S.2_723_26_A3_FD_1,10x,pos,2,3e38910f8a0728a5,1693400,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0136670_0059348,S.2_723_26_A3_FD_1,10x,pos,2,464b64ba8a9b4070,1401714,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0137457_0049522,S.2_723_26_A3_FD_1,10x,pos,1,e00b7c9c0d6b81ca,1580757,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0137767_0019835,S.2_723_26_A3_FD_1,10x,pos,4,d38b5a7891beedf9,1748012,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0137767_0019835_dup1,S.2_723_26_A3_FD_1,10x,pos,4,d38b5a7891beedf9,1748012,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0138188_0031859,S.2_723_26_A3_FD_1,10x,pos,3,31016b5248e8d3b4,1595388,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0138770_0032805,S.2_723_26_A3_FD_1,10x,pos,2,a31061c369ae5141,1493369,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0138824_0019568,S.2_723_26_A3_FD_1,10x,pos,3,545913e66309a4c0,1845037,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0138824_0019568_dup1,S.2_723_26_A3_FD_1,10x,pos,3,545913e66309a4c0,1845037,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0139251_0059451,S.2_723_26_A3_FD_1,10x,pos,2,46f19277294a76dd,1518676,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0145991_0035162,S.2_723_26_A3_FD_1,10x,pos,1,14b1b26438ec5924,1473288,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0147221_0059257,S.2_723_26_A3_FD_1,10x,pos,2,190a8fd68941d9e3,1769634,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0147273_0025575,S.2_723_26_A3_FD_1,10x,pos,1,d44f088b712f3ee7,1366054,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0150322_0061105,S.2_723_26_A3_FD_1,10x,pos,2,29da4d42c6482eb6,1643467,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0150322_0061105_dup1,S.2_723_26_A3_FD_1,10x,pos,2,29da4d42c6482eb6,1643467,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0152627_0055184,S.2_723_26_A3_FD_1,10x,pos,1,d7255d6a73b9cf3f,1337317,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0153933_0040251,S.2_723_26_A3_FD_1,10x,pos,2,8fcd7e763aad1a5f,1381981,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0157120_0022507,S.2_723_26_A3_FD_1,10x,pos,2,cd5d48ebefbf3f2c,1153777,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0157471_0039383,S.2_723_26_A3_FD_1,10x,pos,9,81d80597a3d873a5,1434334,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0158893_0027159,S.2_723_26_A3_FD_1,10x,pos,2,cfc302550c38e59c,1501919,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0159342_0027691,S.2_723_26_A3_FD_1,10x,pos,2,c3910cdc7505e782,1485785,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0160305_0040135,S.2_723_26_A3_FD_1,10x,pos,2,5c3595f9ef6e961a,1312438,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0161482_0042978,S.2_723_26_A3_FD_1,10x,neg,0,e3b0c44298fc1c14,814008,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0165348_0054594,S.2_723_26_A3_FD_1,10x,pos,1,689d9df0fd411208,1427029,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0166009_0048866,S.2_723_26_A3_FD_1,10x,pos,9,505dfb54e58c5f0e,1784359,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0166578_0037389,S.2_723_26_A3_FD_1,10x,pos,24,0813f0660b24d267,1662018,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0166722_0043829,S.2_723_26_A3_FD_1,10x,pos,13,50591ca3c942808b,1589578,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0166897_0044099,S.2_723_26_A3_FD_1,10x,pos,15,52dbbaf990fb0d60,1645462,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0168518_0048509,S.2_723_26_A3_FD_1,10x,pos,2,6dc4afbfe8af4d9c,1740150,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0168652_0043675,S.2_723_26_A3_FD_1,10x,pos,14,fa685ca1fbc39d25,1666480,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0168707_0059340,S.2_723_26_A3_FD_1,10x,pos,1,788ca7476cb68835,1683163,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0168849_0044777,S.2_723_26_A3_FD_1,10x,pos,15,c3f0ea088a914f48,1796587,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0169029_0045301,S.2_723_26_A3_FD_1,10x,pos,11,e31b18d27b085e10,1740802,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0169056_0044214,S.2_723_26_A3_FD_1,10x,pos,14,161abe6704ce8e84,1626698,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0169747_0035093,S.2_723_26_A3_FD_1,10x,pos,2,f1511a389ab953a7,1546960,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0171615_0008136,S.2_723_26_A3_FD_1,10x,pos,7,15ea7c0f4453b986,1931853,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0171615_0008136_dup1,S.2_723_26_A3_FD_1,10x,pos,7,15ea7c0f4453b986,1931853,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0171615_0008136_dup2,S.2_723_26_A3_FD_1,10x,pos,7,15ea7c0f4453b986,1931853,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0171615_0008136_dup3,S.2_723_26_A3_FD_1,10x,pos,7,15ea7c0f4453b986,1931853,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0172495_0010251,S.2_723_26_A3_FD_1,10x,pos,4,d348b61dac7f0d5f,1718936,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0173003_0052597,S.2_723_26_A3_FD_1,10x,pos,2,ea0cf629f87bca0c,1396919,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0173018_0010088,S.2_723_26_A3_FD_1,10x,pos,4,b66fc6053b24ef38,1801595,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0173747_0006135,S.2_723_26_A3_FD_1,10x,pos,6,02f4f872ef0632a1,1679664,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0173954_0007003,S.2_723_26_A3_FD_1,10x,pos,6,a2c86c8d6ca45ab9,1718916,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0174438_0052152,S.2_723_26_A3_FD_1,10x,pos,2,78d78d25bf892863,1401511,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0175363_0009483,S.2_723_26_A3_FD_1,10x,pos,1,225aa91567296cda,1779246,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0177131_0026628,S.2_723_26_A3_FD_1,10x,pos,2,4c180f282cabbe34,1585988,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0179078_0046334,S.2_723_26_A3_FD_1,10x,pos,1,b442845e2f3c4a8d,1186971,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0181100_0043419,S.2_723_26_A3_FD_1,10x,pos,1,caffa2d0ab1aaf40,1742232,yes,allowlist_default,
10x/S.2_723_26_A3_FD_1_10x_0182416_0032549,S.2_723_26_A3_FD_1,10x,pos,2,61bca5754fc036a2,1248333,yes,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0008939_0031553,S.3152_26_A3FD_1,10x,pos,3,b2b47b39b7fae85c,1589715,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0009773_0024322,S.3152_26_A3FD_1,10x,pos,1,bcd86b643479e546,1573244,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0009773_0024322_dup1,S.3152_26_A3FD_1,10x,pos,1,bcd86b643479e546,1573244,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0011235_0027615,S.3152_26_A3FD_1,10x,neg,0,e3b0c44298fc1c14,1183629,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0012680_0047460,S.3152_26_A3FD_1,10x,pos,1,6e97291ad57af722,1773222,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0013040_0043727,S.3152_26_A3FD_1,10x,neg,0,e3b0c44298fc1c14,1447633,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0015705_0028692,S.3152_26_A3FD_1,10x,pos,3,926e28bbdd74d43d,1650297,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0015705_0028692_dup1,S.3152_26_A3FD_1,10x,pos,3,926e28bbdd74d43d,1650297,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0016200_0047162,S.3152_26_A3FD_1,10x,neg,0,e3b0c44298fc1c14,1224608,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0017686_0016957,S.3152_26_A3FD_1,10x,pos,1,1eadcc624915b6db,1409539,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0018118_0049740,S.3152_26_A3FD_1,10x,pos,1,06f71c940cacbea3,1946371,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0018118_0049740_dup1,S.3152_26_A3FD_1,10x,pos,1,06f71c940cacbea3,1946371,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0018118_0049740_dup2,S.3152_26_A3FD_1,10x,pos,1,06f71c940cacbea3,1946371,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0018118_0049740_dup3,S.3152_26_A3FD_1,10x,pos,1,06f71c940cacbea3,1946371,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0019579_0041702,S.3152_26_A3FD_1,10x,pos,1,c3ee56df7d213c42,1586457,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0019665_0012333,S.3152_26_A3FD_1,10x,pos,1,5a4aa23ab2648f0a,1755396,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0020478_0050292,S.3152_26_A3FD_1,10x,pos,1,0ce42cd553f18aa5,1919639,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0020478_0050292_dup1,S.3152_26_A3FD_1,10x,pos,1,0ce42cd553f18aa5,1919639,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0020478_0050292_dup2,S.3152_26_A3FD_1,10x,pos,1,0ce42cd553f18aa5,1919639,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0020478_0050292_dup3,S.3152_26_A3FD_1,10x,pos,1,0ce42cd553f18aa5,1919639,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0022826_0010672,S.3152_26_A3FD_1,10x,pos,1,6794e2f66f6b605b,1482238,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0023151_0044041,S.3152_26_A3FD_1,10x,pos,2,f4ce620071fe0034,1539993,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0023623_0018725,S.3152_26_A3FD_1,10x,pos,2,c2c247517cc8cafa,1624257,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0024324_0053419,S.3152_26_A3FD_1,10x,neg,0,e3b0c44298fc1c14,1885609,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0025322_0008197,S.3152_26_A3FD_1,10x,pos,2,74b6509853db391c,1648997,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0025322_0008197_dup1,S.3152_26_A3FD_1,10x,pos,2,74b6509853db391c,1648997,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0026077_0016314,S.3152_26_A3FD_1,10x,pos,3,10fa090f88131b4b,1641676,unknown,allowlist_default,
10x/S.3152_26_A3FD_1_10x_0026325_0032225,S.3152_26_A3FD_1,10x,pos,1,12a8ecda0373b885,1372227,unknown,allowlist_default,
